Document,Region,Frequency Band
MI1.pdf,- Motor imagery,Beta
MI1.pdf,- Action observation,Beta
MI1.pdf,- Dance,Beta
MI1.pdf,- Plasticity,Beta
MI1.pdf,- Sensorimotor,Beta
MI1.pdf,- Expertise,Beta
MI1.pdf,- Familiarity,Beta
MI5.pdf,1. Frontal,Alpha
MI5.pdf,2. Central,Alpha
MI2.pdf,Motor Imagery,Alpha
MI2.pdf,Motor Imagery,Alpha
MI2.pdf,Frontal,Alpha
MI2.pdf,Frontal,Alpha
MI2.pdf,Central,Alpha
MI2.pdf,Central,Alpha
MI2.pdf,Motor,Alpha
MI2.pdf,Motor,Alpha
MI2.pdf,Parietal,Alpha
MI2.pdf,Parietal,Alpha
MI2.pdf,Temporal,Alpha
MI2.pdf,Temporal,Alpha
MI2.pdf,Occipital,Alpha
MI2.pdf,Occipital,Alpha
MI15.pdf,Frontal,Alpha
MI15.pdf,Central,Alpha
MI15.pdf,Motor,Alpha
MI15.pdf,Parietal,Alpha
MI15.pdf,Temporal,Alpha
MI15.pdf,Occipital,Alpha
MI10.pdf,- Motor Imagery,Alpha
MI10.pdf,- Blood Oxygen Level Dependence (BOLD) Functional Magnetic Resonance Imaging (fMRI),Alpha
MI10.pdf,- Neurologically Normal Subjects,Alpha
MI7.pdf,- NO LOCATION,Alpha
MI7.pdf,- NO LOCATION,Theta
MI7.pdf,- NO LOCATION,Alpha
MI7.pdf,- NO LOCATION,Beta
MI7.pdf,- NO LOCATION,Alpha
MI6.pdf,Right Wrist,Alpha
MI6.pdf,Right Wrist,Theta
MI6.pdf,Right Wrist,Alpha
MI6.pdf,Right Wrist,Beta
36.pdf,Sensorimotor Cortex,Alpha
36.pdf,Sensorimotor Cortex,Beta
MI11.pdf,Frontal,Alpha
MI11.pdf,Frontal,Theta
MI11.pdf,Frontal,Alpha
MI11.pdf,Frontal,Beta
MI11.pdf,Frontal,Alpha
MI14.pdf,Frontal,Theta
MI14.pdf,Sensorimotor,Alpha
41.pdf,Attentional focus,Theta
41.pdf,Visual feedback,Theta
41.pdf,Task demands,Theta
46.pdf,Frontal,Theta
46.pdf,Central,Theta
46.pdf,Motor,Theta
46.pdf,Parietal,Theta
46.pdf,Temporal,Theta
46.pdf,Occipital,Theta
AA1.pdf,Motor Cortex,Beta
AA1.pdf,Parietal Cortex,Alpha
AA1.pdf,Parietal Cortex,Beta
AA1.pdf,Cortico-Striatal Network,Alpha
AA1.pdf,Hand Selection,Alpha
44.pdf,- Visual Cortex,Alpha
44.pdf,- Auditory Cortex,Alpha
44.pdf,- Parietal Cortex,Alpha
44.pdf,- Supramodal Representation of Space,Alpha
48.pdf,- Frontopolar,Theta
48.pdf,- Equidistantly placed,Theta
48.pdf,- Central frontopolar site,Theta
48.pdf,- Nose-tip,Theta
42.pdf,Frontal,Theta
42.pdf,Central,Theta
42.pdf,Motor,Theta
42.pdf,Parietal,Theta
42.pdf,Temporal,Theta
AA4.pdf,Frontal,Theta
AA4.pdf,Central,Theta
AA4.pdf,Motor,Theta
AA4.pdf,Parietal,Theta
AA4.pdf,Temporal,Theta
AA4.pdf,Occipital,Theta
AA5.pdf,Frontal,Alpha
AA5.pdf,Frontal,Alpha
AA5.pdf,Frontal,Alpha
AA5.pdf,Frontal,Alpha
45.pdf,- Auditory Cortex,Alpha
45.pdf,- Visual Cortex,Alpha
45.pdf,- Motor Cortex,Alpha
45.pdf,- Sensory Cortex,Alpha
38.pdf,FrontalNetwork,Theta
38.pdf,AnteriorandPosteriorCingulate,Theta
AA2.pdf,Motor cortex,Theta
47.pdf,- Scientific RepoRtS,Theta
47.pdf,- Electroencephalography (EEG),Theta
47.pdf,- Magnetoencephalography (MEG),Theta
47.pdf,- Electrocorticography (ECoG),Theta
47.pdf,- Attention Decoding,Theta
47.pdf,- Two-Talker Paradigm,Theta
47.pdf,- Linear Least-Squares Method,Theta
47.pdf,- Stimulus Reconstruction,Theta
47.pdf,- Backward Problem,Theta
47.pdf,- Forward Problem,Theta
47.pdf,- Spatially Separated Talkers,Theta
AA3.pdf,Frontal,Theta
AA3.pdf,Central,Theta
AA3.pdf,Motor,Theta
AA3.pdf,Parietal,Theta
AA3.pdf,Temporal,Theta
AA3.pdf,Occipital,Theta
AA7.pdf,Frontal,Theta
AA7.pdf,Central,Theta
AA7.pdf,Motor,Theta
AA7.pdf,Parietal,Theta
AA7.pdf,Temporal,Theta
AA7.pdf,Occipital,Theta
39.pdf,Frontal,Alpha
39.pdf,Central,Alpha
39.pdf,Motor,Alpha
39.pdf,Parietal,Alpha
39.pdf,Temporal,Alpha
39.pdf,Occipital,Alpha
43.pdf,- Frontal,Theta
43.pdf,- Central,Theta
43.pdf,- Motor,Theta
43.pdf,- Parietal,Theta
43.pdf,- Temporal,Theta
43.pdf,- Occipital,Theta
AA6.pdf,Parietal,Alpha
AA6.pdf,Left Talker Attention,Alpha
AA6.pdf,Right Talker Attention,Alpha
54.pdf,NO LOCATION,Theta
54.pdf,NO LOCATION,Alpha
54.pdf,NO LOCATION,Alpha
54.pdf,NO LOCATION,Beta
IEA7.pdf,Frontal,Alpha
IEA7.pdf,Parietal,Alpha
IEA7.pdf,Central,Alpha
IEA7.pdf,Central,Theta
IEA7.pdf,Central,Alpha
IEA7.pdf,Central,Beta
IEA8.pdf,Frontal,Alpha
IEA8.pdf,Central,Alpha
IEA8.pdf,Motor,Alpha
IEA8.pdf,Parietal,Alpha
IEA8.pdf,Temporal,Alpha
IEA10.pdf,posterior parietal,Theta
IEA10.pdf,occipital,Theta
IEA10.pdf,frontal,Theta
52.pdf,- Medial prefrontal cortex,Theta
52.pdf,- Posterior cingulate,Theta
52.pdf,- Medial temporal lobes,Theta
52.pdf,- Posterior inferior parietal cortex,Theta
IEA1.pdf,Frontal,Theta
IEA1.pdf,Occipital,Theta
IEA1.pdf,Frontal,Alpha
IEA1.pdf,Occipital,Alpha
53.pdf,Occipital,Alpha
53.pdf,Parietal,Alpha
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Theta
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Beta
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Theta
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Beta
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Alpha
IEA3.pdf,Motor,Alpha
IEA3.pdf,Motor,Theta
IEA3.pdf,Motor,Alpha
IEA3.pdf,Motor,Beta
IEA3.pdf,Motor,Alpha
IEA3.pdf,Motor,Alpha
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Parietal,Theta
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Parietal,Beta
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Temporal,Alpha
IEA3.pdf,Temporal,Theta
IEA3.pdf,Temporal,Alpha
IEA3.pdf,Temporal,Beta
IEA3.pdf,Temporal,Alpha
55.pdf,Frontal,Alpha
55.pdf,Frontal,Alpha
IEA5.pdf,Occipital Cortex,Alpha
IEA5.pdf,Frontal Cortex,Alpha
IEA5.pdf,No Location,Alpha
51.pdf,Right parietal cortex,Alpha
57.pdf,Frontal,Alpha
57.pdf,Temporal,Alpha
57.pdf,NO LOCATION,Alpha
57.pdf,NO LOCATION,Beta
57.pdf,NO LOCATION,Alpha
50.pdf,Frontal,Theta
50.pdf,Central,Theta
50.pdf,Motor,Theta
50.pdf,Parietal,Theta
50.pdf,Temporal,Theta
50.pdf,Occipital,Theta
17.pdf,Frontal,Alpha
17.pdf,Frontal,Theta
17.pdf,Parietal,Alpha
17.pdf,Parietal,Theta
IEA6.pdf,Frontal,Alpha
IEA6.pdf,Frontal,Alpha
IEA6.pdf,Occipital,Alpha
IEA6.pdf,Occipital,Alpha
IEA2.pdf,NO LOCATION,Alpha
IEA2.pdf,NO LOCATION,Theta
IEA2.pdf,NO LOCATION,Alpha
IEA2.pdf,NO LOCATION,Beta
IEA2.pdf,NO LOCATION,Alpha
56.pdf,Parieto-Occipital Complex,Theta
56.pdf,Parieto-Occipital Complex,Alpha
