Document,Region,Frequency Band
MI2.pdf,Frontal,Beta
MI2.pdf,Frontal,Alpha
MI2.pdf,Central,Alpha
MI2.pdf,Central,Beta
MI2.pdf,Central,Alpha
MI2.pdf,Motor,Alpha
MI2.pdf,Motor,Beta
MI2.pdf,Motor,Alpha
MI15.pdf,Frontal,Alpha
MI15.pdf,Frontal,Beta
MI15.pdf,Central,Alpha
MI15.pdf,Central,Beta
MI15.pdf,Motor,Alpha
MI7.pdf,Frontal,Theta
MI7.pdf,Frontal,Alpha
MI7.pdf,Frontal,Alpha
MI7.pdf,Frontal,Beta
MI7.pdf,Frontal,Alpha
MI7.pdf,Central,Theta
MI7.pdf,Central,Alpha
MI7.pdf,Central,Alpha
MI7.pdf,Central,Beta
MI6.pdf,Motor cortex,Alpha
MI6.pdf,Right wrist,Alpha
MI6.pdf,NO LOCATION,Theta
MI6.pdf,NO LOCATION,Alpha
MI6.pdf,NO LOCATION,Beta
MI6.pdf,NO LOCATION,Alpha
MI6.pdf,Motor cortex,Alpha
MI6.pdf,Right wrist,Alpha
MI13.pdf,Frontal,Alpha
MI13.pdf,Frontal,Theta
MI13.pdf,Frontal,Alpha
MI13.pdf,Frontal,Beta
MI13.pdf,Frontal,Alpha
MI13.pdf,Central,Alpha
MI13.pdf,Central,Theta
MI13.pdf,Central,Alpha
MI13.pdf,Central,Beta
36.pdf,Fz,Alpha
36.pdf,Cz,Beta
36.pdf,T7,Alpha
36.pdf,FCz,Beta
36.pdf,Oz,Alpha
36.pdf,POz,Theta
MI11.pdf,- Motor Imagery,Alpha
MI14.pdf,Frontal,Alpha
MI14.pdf,Frontal,Theta
MI14.pdf,Frontal,Alpha
MI14.pdf,Frontal,Beta
MI14.pdf,Frontal,Alpha
MI14.pdf,Central,Alpha
MI14.pdf,Central,Theta
MI14.pdf,Central,Alpha
MI14.pdf,Central,Beta
41.pdf,Frontal,Alpha
41.pdf,Frontal,Theta
41.pdf,Frontal,Alpha
41.pdf,Frontal,Beta
41.pdf,Frontal,Alpha
41.pdf,Central,Alpha
41.pdf,Central,Theta
41.pdf,Central,Alpha
41.pdf,Central,Beta
46.pdf,Frontal,Beta
46.pdf,Frontal,Alpha
46.pdf,Frontal,Alpha
46.pdf,Frontal,Alpha
46.pdf,Frontal,Theta
46.pdf,Central,Beta
46.pdf,Central,Alpha
46.pdf,Central,Alpha
46.pdf,Central,Alpha
AA1.pdf,Motor Cortex,Alpha
AA1.pdf,Motor Cortex,Beta
AA1.pdf,Parietal Region,Alpha
AA1.pdf,Cortico-Striatal Network,Alpha
AA1.pdf,Motor Cortex,Alpha
AA1.pdf,Motor Cortex,Theta
AA1.pdf,Motor Cortex,Alpha
AA8.pdf,Frontal,Alpha
AA8.pdf,Frontal,Beta
AA8.pdf,Central,Alpha
AA8.pdf,Central,Beta
AA8.pdf,Motor,Alpha
AA8.pdf,Motor,Beta
AA8.pdf,Parietal,Alpha
AA8.pdf,Parietal,Beta
AA8.pdf,Temporal,Alpha
44.pdf,Parietal,Alpha
44.pdf,Parietal,Alpha
44.pdf,Visual,Alpha
44.pdf,Auditory,Alpha
44.pdf,Parietal,Alpha
42.pdf,Frontal,Alpha
42.pdf,Frontal,Theta
42.pdf,Frontal,Alpha
42.pdf,Frontal,Beta
42.pdf,Frontal,Alpha
42.pdf,Central,Alpha
42.pdf,Central,Theta
42.pdf,Central,Alpha
42.pdf,Central,Beta
AA4.pdf,Frontal,Alpha
AA4.pdf,Frontal,Theta
AA4.pdf,Frontal,Alpha
AA4.pdf,Frontal,Beta
AA4.pdf,Frontal,Alpha
AA4.pdf,Central,Alpha
AA4.pdf,Central,Theta
AA4.pdf,Central,Alpha
AA4.pdf,Central,Beta
AA5.pdf,Temporal scalp,Alpha
AA5.pdf,Temporal scalp,Alpha
AA5.pdf,Auditory cortex,Alpha
AA5.pdf,Auditory cortex,Alpha
AA5.pdf,Scalp,Alpha
AA5.pdf,Scalp,Alpha
AA5.pdf,Scalp,Theta
AA5.pdf,Scalp,Beta
45.pdf,Frontal,Alpha
45.pdf,Frontal,Beta
45.pdf,Central,Alpha
45.pdf,Central,Beta
45.pdf,Motor,Alpha
45.pdf,Motor,Beta
45.pdf,Parietal,Alpha
45.pdf,Parietal,Beta
45.pdf,Temporal,Alpha
38.pdf,Frontal,Alpha
38.pdf,Frontal,Theta
38.pdf,Frontal,Alpha
38.pdf,Frontal,Beta
38.pdf,Frontal,Alpha
38.pdf,Central,Alpha
38.pdf,Central,Theta
38.pdf,Central,Alpha
38.pdf,Central,Beta
AA9.pdf,Frontal,Theta
AA9.pdf,Frontal,Alpha
AA9.pdf,NO LOCATION,Alpha
AA9.pdf,Motor,Beta
AA9.pdf,Central,Alpha
AA9.pdf,NO LOCATION,Alpha
AA9.pdf,NO LOCATION,Theta
AA2.pdf,Frontal,Alpha
AA2.pdf,Frontal,Theta
AA2.pdf,Frontal,Alpha
AA2.pdf,Frontal,Beta
AA2.pdf,Frontal,Alpha
AA2.pdf,Central,Alpha
AA2.pdf,Central,Theta
AA2.pdf,Central,Alpha
AA2.pdf,Central,Beta
47.pdf,Frontal,Alpha
47.pdf,Frontal,Theta
47.pdf,Frontal,Alpha
47.pdf,Frontal,Beta
47.pdf,Frontal,Alpha
47.pdf,Central,Alpha
47.pdf,Central,Theta
47.pdf,Central,Alpha
47.pdf,Central,Beta
AA3.pdf,Frontal,Alpha
AA3.pdf,Frontal,Beta
AA3.pdf,Frontal,Theta
AA3.pdf,Central,Alpha
AA3.pdf,Central,Beta
AA3.pdf,Central,Theta
AA3.pdf,Motor,Alpha
AA3.pdf,Motor,Beta
AA3.pdf,Motor,Theta
AA7.pdf,Right Parieto-Occipital,Beta
AA7.pdf,Right Parieto-Occipital,Alpha
AA7.pdf,Mid Centro-Frontal,Beta
AA7.pdf,Mid Centro-Frontal,Alpha
39.pdf,Frontal,Alpha
39.pdf,Frontal,Alpha
39.pdf,Frontal,Theta
39.pdf,Frontal,Alpha
39.pdf,Frontal,Beta
39.pdf,Central,Alpha
39.pdf,Central,Alpha
39.pdf,Central,Theta
39.pdf,Central,Alpha
43.pdf,Frontal,Alpha
43.pdf,Frontal,Theta
43.pdf,Frontal,Alpha
43.pdf,Frontal,Beta
43.pdf,Frontal,Alpha
43.pdf,Parietal,Alpha
43.pdf,Parietal,Theta
43.pdf,Parietal,Alpha
AA6.pdf,Ipsilateral,Alpha
AA6.pdf,Contralateral,Alpha
AA6.pdf,Parietal,Alpha
AA6.pdf,Parietal,Alpha
AA6.pdf,Parietal,Alpha
AA6.pdf,Parietal,Alpha
54.pdf,Frontal,Alpha
54.pdf,Frontal,Theta
54.pdf,Central,Alpha
54.pdf,Motor,Beta
54.pdf,Parietal,Alpha
IEA7.pdf,Frontal,Alpha
IEA8.pdf,Frontal,Alpha
IEA8.pdf,Frontal,Alpha
IEA8.pdf,Frontal,Alpha
IEA8.pdf,Central,Alpha
IEA8.pdf,Central,Theta
IEA8.pdf,Central,Alpha
IEA8.pdf,Central,Beta
IEA8.pdf,Motor,Alpha
IEA8.pdf,Motor,Alpha
IEA10.pdf,Target Amplification,Theta
IEA10.pdf,Distractor Inhibition,Theta
IEA10.pdf,Target Amplification,Theta
IEA10.pdf,Distractor Inhibition,Theta
52.pdf,Dorsal attention network,Theta
52.pdf,Occipital regions,Theta
52.pdf,Medial prefrontal cortex,Theta
IEA1.pdf,Frontal,Alpha
IEA1.pdf,Frontal,Theta
IEA1.pdf,Frontal,Alpha
IEA1.pdf,Frontal,Beta
IEA1.pdf,Frontal,Alpha
IEA1.pdf,Occipital,Alpha
IEA1.pdf,Occipital,Theta
IEA1.pdf,Occipital,Alpha
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Theta
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Beta
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Theta
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Beta
55.pdf,Frontal,Alpha
55.pdf,Frontal,Alpha
55.pdf,Frontal,Alpha
55.pdf,Frontal,Theta
55.pdf,Parietal,Alpha
55.pdf,Parietal,Beta
55.pdf,Parietal,Alpha
55.pdf,Parietal,Theta
IEA5.pdf,Frontal,Alpha
IEA5.pdf,Occipital,Alpha
IEA5.pdf,Occipital,Theta
IEA5.pdf,Frontal,Theta
51.pdf,Right Parietal Cortex,Alpha
51.pdf,Right Parietal Cortex,Alpha
51.pdf,Right Parietal Cortex,Alpha
51.pdf,Right Parietal Cortex,Alpha
51.pdf,Right Parietal Cortex,Alpha
IEA9.pdf,Layer 5,Beta
IEA9.pdf,Layer 2/3,Beta
IEA9.pdf,Layer 5,Beta
IEA9.pdf,Layer 2/3,Beta
IEA9.pdf,NO LOCATION,Alpha
57.pdf,Frontal,Alpha
57.pdf,Frontal,Theta
57.pdf,Frontal,Alpha
57.pdf,Frontal,Beta
57.pdf,Frontal,Alpha
57.pdf,Central,Alpha
57.pdf,Central,Theta
57.pdf,Central,Alpha
57.pdf,Central,Beta
49.pdf,Frontal,Alpha
49.pdf,Frontal,Theta
49.pdf,Frontal,Alpha
49.pdf,Frontal,Beta
49.pdf,Frontal,Alpha
49.pdf,Central,Alpha
49.pdf,Central,Theta
49.pdf,Central,Alpha
49.pdf,Central,Beta
17.pdf,Fp1,Alpha
17.pdf,Fp2,Alpha
17.pdf,AF3,Alpha
17.pdf,AF4,Alpha
17.pdf,F3,Alpha
17.pdf,Fz,Alpha
17.pdf,F4,Alpha
17.pdf,FC1,Alpha
IEA6.pdf,Oz,Alpha
IEA6.pdf,O1,Alpha
IEA6.pdf,O2,Alpha
IEA6.pdf,POz,Alpha
IEA6.pdf,PO3,Alpha
IEA6.pdf,PO4,Alpha
IEA6.pdf,PO7,Alpha
56.pdf,Frontal,Theta
56.pdf,Frontal,Alpha
56.pdf,Central,Alpha
56.pdf,Central,Theta
56.pdf,Central,Alpha
56.pdf,Central,Beta
56.pdf,Parietal,Alpha
56.pdf,Parietal,Theta
56.pdf,Parietal,Alpha
